"id","calories","proteins","fat","carbohydrate","name","image"
"638","217","2.5","1","49.6","Markisa squash","https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg"
"639","265.3","4.7","5.5","49.3","Martabak  manis","https://tasteofnusa.com/wp-content/uploads/2022/03/martabak-manis-12-720x720.jpg"
"640","200","8.9","5.1","29.5","Martabak Telur ","https://www.masakapahariini.com/wp-content/uploads/2020/10/Martabak-Telor-Bayam.jpg"
"641","66","5","0.7","13.3","Melinjo","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1571737858/tgrthwihqglldjcu0ptw.jpg"
"642","37","0.6","0.4","7.8","Melon segar","https://asset.kompas.com/crops/6GJGDA9CwVlnWtfhcImRgwyoj3Y=/0x0:1811x1207/750x500/data/photo/2022/09/22/632c0d9940fcd.jpg"
"643","725","0.5","81.6","1.4","Mentega","https://res.cloudinary.com/dk0z4ums3/image/upload/v1643714477/attached_image/waspadai-bahaya-mentega-karena-mengandung-lemak-jenuh.jpg"
"644","65","1.7","0.2","16.1","Menteng","https://cdn.idntimes.com/content-images/community/2019/06/img-20190616-231022-b1184a09c11ecdd83465d09708483513_600x400.jpg"
"645","359","11.5","6.8","64.4","Merica","https://akcdn.detik.net.id/community/media/visual/2019/12/10/c78ea524-99d4-42ec-b2d7-5d8b498aa18a_43.jpeg?w=250&q="
"646","88","0.6","3.3","14","Mi basah","https://lzd-img-global.slatic.net/g/ff/kf/S32cbc99669db47d09a0603d5b5340a676.jpg_720x720q80.jpg_.webp"
"647","71","0.2","0.8","15.9","Mi golosor","https://img.okezone.com/content/2021/04/18/301/2396626/mie-glosor-takjil-khas-bogor-yang-cuma-bisa-dicicipi-saat-ramadan-nC8fwT950l.jpg"
"648","339","10","1.7","6.3","Mi kering","https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg"
"649","113","3","3.2","18.1","Mie aceh rebus","https://resepkoki.id/wp-content/uploads/2021/03/Resep-Mie-Aceh.jpg"
"650","102","6.2","3.9","10.5","Mie ayam","https://awsimages.detik.net.id/community/media/visual/2022/10/12/resep-mie-ayam-kecap_43.jpeg?w=1200"
"651","114","5.3","3","16.4","Mie bakso","https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg"
"652","468","7.6","20.4","62.4","Mie Goreng ","https://kbu-cdn.com/dk/wp-content/uploads/mie-goreng-korea.jpg"
"653","337","7.9","11.8","50","Mie kering","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/10/13/1236905540.jpg"
"654","105","5.9","4.9","9.4","Mie pangsit basah","https://sweetrip.id/wp-content/uploads/2020/08/bakmisibos_116436440_1141684466204653_5039711773118966116_n.jpg"
"655","190","0.2","0.4","46.5","Mie Sagu","https://o-cdn-cas.sirclocdn.com/parenting/images/mie_sagu_goreng.width-800.format-webp.webp"
"656","902","0","100","0","Minyak Hati Hiu (Eulamia)","https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/01/minyak-ikan-hiu.jpeg"
"657","902","0","100","0","Minyak Ikan","https://cdn0-production-images-kly.akamaized.net/KulMk8pE4MUFW9NwVOhQU_zDI_U=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2753245/original/059475000_1552803824-capsule-1079838_960_720.jpg"
"658","902","0","100","0","Minyak Kacang Tanah","https://nilaigizi.com/assets/images/produk/produk_1535871426.jpg"
"659","883","0","99.9","0","Minyak kedelai","https://res.cloudinary.com/dk0z4ums3/image/upload/v1678151337/attached_image/minyak-kedelai-ketahui-6-manfaatnya-untuk-kesehatan.jpg"
"660","870","1","98","0","Minyak Kelapa","https://res.cloudinary.com/dk0z4ums3/image/upload/v1619511406/attached_image/Manfaat-Minyak-Kelapa-Bagi-Kesehatan-dan-Kecantikan.jpg"
"661","902","0","100","0","Minyak Kelapa Sawit","https://res.cloudinary.com/dk0z4ums3/image/upload/v1619512031/attached_image/mengenal-manfaat-kelapa-sawit-dan-bahayanya.jpg"
"662","902","0","100","0","Minyak Wijen","https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/10/minyak-wijenjpg-20220310033229.jpg"
"663","884","0","100","0","Minyak Zaitun","https://faktualnews.co/images/2020/07/ilustrasi-minyak-zaitun-2.jpg"
"664","218","0.8","16","50.2","Misro ","https://resepkoki.id/wp-content/uploads/2016/03/Resep-Misro.jpg"
"665","52","0.4","0.2","13.7","Nanas","https://awsimages.detik.net.id/community/media/visual/2022/07/04/diet-nanas-bikin-bb-turun-1-kg-seminggu-apa-aman-untuk-kesehatan-3.jpeg?w=682"
"666","58","0.7","0.2","13.3","Nanas palembang segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/7/9df0b092-1dcd-422f-9551-cd3f8edd56c5.jpg"
"667","165","4.2","0.1","36.7","Nangka biji","https://awsimages.detik.net.id/community/media/visual/2020/11/13/olahan-biji-nangka-yang-enak-dan-murah-meriah-1.jpeg?w=700&q=90"
"668","106","1.2","0.3","27.6","Nangka masak di pohon","https://asset.kompas.com/crops/vAJZIAE0JnVJOvig_kTUk1moh84=/0x53:1000x720/750x500/data/photo/2020/12/26/5fe6f33006f3c.jpg"
"669","51","2","0.4","11.3","Nangka Muda","https://sahabatdapur.com/wp-content/uploads/2015/08/nangka-muda-foto-istimewa.jpg"
"670","180","3","0.3","39.8","Nasi","https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg"
"671","149","2.8","0.4","32.5","Nasi beras merah","https://www.masakapahariini.com/wp-content/uploads/2019/11/nasi-tim-beras-merah.jpg"
"672","276","3.2","3.2","30.2","Nasi Goreng ","https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg"
"673","190","4.7","7.5","26","Nasi gurih","https://www.frisianflag.com/storage/app/media/uploaded-files/nasi-uduk-betawi.jpg"
"674","357","8.8","0.5","79.5","Nasi jagung","https://tokohinspiratif.id/wp-content/uploads/2019/03/WhatsApp-Image-2019-03-25-at-16.10.19-1280x640.jpeg"
"675","207","3.5","5","37.1","Nasi minyak","https://upload.wikimedia.org/wikipedia/commons/c/c0/Nasi_Minyak_Palembang_1.jpg"
"676","155","10.3","4.2","19.1","Nasi rames","https://o-cdn-cas.sirclocdn.com/parenting/images/nasi-rames.width-800.format-webp.webp"
"677","120","2.4","0.4","26","Nasi tim","https://www.masakapahariini.com/wp-content/uploads/2022/08/cara-membuat-nasi-tim-ayam-sayuran-mpasi.jpg"
"678","253.3","4.3","21","11.7","Nasi Uduk ","https://img.kurio.network/P1Obhh7cenTadrAZ6Hc_XPjaVws=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/01/53606332-ec0c-478c-add9-78815b5cc658.jpe"
"679","187","13","6","22.6","Oncom","https://asset.kompas.com/crops/TJ76EsKIghwcoD2Dkv7GrHGa_x4=/0x9:1000x675/750x500/data/photo/2020/08/04/5f2959f90ed39.jpg"
"680","376","14.9","6","65.7","Oncom ampas kacang hijau","79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724 (700×700) (tokopedia.net)"
"681","363.3","19.3","19.3","40.3","Oncom Goreng ","https://t-2.tstatic.net/medan/foto/bank/images/Resep-Oncom-Goreng-Tepung.jpg"
"682","284","12","14.4","13.6","Oncom Hitam Goreng ","https://images.tokopedia.net/img/cache/700/product-1/2019/10/10/79282965/79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724"
"683","306.7","9","18","27","Oncom Hitam Goreng bertepung ","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/07/19/2363852219.png"
"684","351","11","5.3","65.9","Oncom kacang hijau + singkong","https://golali.id/wp-content/uploads/2023/02/Oncom-760x473.jpg"
"685","132","12.7","3.8","13.7","Oncom Kacang Tanah pepes","https://t-2.tstatic.net/palembang/foto/bank/images/oncom_20170407_152823.jpg"
"686","187","13","6","22.6","Oncom Kedele","https://asset.kompas.com/crops/h4_WZ8GncmYCpLRv-hrfwyr0_AQ=/0x0:1000x667/750x500/data/photo/2020/08/04/5f295a4cc469c.jpg"
"687","368","6.8","32","13.2","Oncom Merah Goreng ","https://asset.kompas.com/crops/h4_WZ8GncmYCpLRv-hrfwyr0_AQ=/0x0:1000x667/750x500/data/photo/2020/08/04/5f295a4cc469c.jpg"
"688","320","7.3","18.7","31","Oncom Merah Goreng bertepung ","https://kbu-cdn.com/dk/wp-content/uploads/oncom-goreng.jpg"
"689","40","2","2","3","Oncom Merah Sayur (tumis) ","https://cdn.idntimes.com/content-images/community/2022/02/img-20220215-221041-46e2f5aecb68d33317c733fcbbadfb19-3b67f78530f06dc0bb76ba7e4c795a5a_600x400.jpg"
"690","76","5.2","1.8","10.6","Oncom pepes","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/33239_pepes-oncom-teri.jpg"
"691","288.6","8.3","8.9","44.3","Onde-onde ","https://www.masakapahariini.com/wp-content/uploads/2020/10/resep-onde-onde.jpg"
"692","115","1.5","6","14","Ongol-ongol ","https://blog.tokowahab.com/wp-content/uploads/2020/01/Resep-Ongol-Ongol.jpg"
"693","940","36","42","104","Opak Singkong ","https://cf.shopee.co.id/file/f10cd2d5ad4812daf630547293706737"
"694","125","10.4","8.6","0.8","Otak","https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg"
"695","494","7.5","36.4","40.1","Biji Pala","https://res.cloudinary.com/dk0z4ums3/image/upload/v1670897868/attached_image/biji-pala-ketahui-kandungan-nutrisi-dan-manfaatnya-bagi-kesehatan.jpg"
"696","42","0.3","0.2","10.9","Daging Pala","https://res.cloudinary.com/dk0z4ums3/image/upload/v1672648028/attached_image/buah-pala-dan-manfaatnya-bagi-kesehatan.jpg"
"697","133.8","3","1.6","27","Papais ","https://cdn-brilio-net.akamaized.net/news/2022/02/15/222989/1667876-1000xauto-resep-papais-pisang.jpg"
"698","61","0.2","0.1","14.9","Papeda","https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg/1200px-Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg"
"699","29","1.1","0.3","6.6","Paria (Pare)","https://img-cdn.medkomtek.com/X4BJRDfL_8HS_c5aJtsuyssrYzc=/730x411/smart/filters:quality(75):strip_icc():format(webp)/article/QvEjQFs7tywQmPo2gqqRk/original/046665800_1514452569-5-Manfaat-Tak-Terduga-dari-Pare-By-jiangdi-shutterstock_280759094.jpg"
"700","16","0.8","0.2","3.4","Paria Putih kukus","https://img-global.cpcdn.com/recipes/a97ee086d880b66f/680x482cq70/chao-gu-kua-pare-putih-isi-telur-tofu-kukus-foto-resep-utama.jpg"
"701","19","1","0.4","3.6","Paria putih segar","https://images.tokopedia.net/img/cache/700/product-1/2019/12/3/3052608/3052608_77a86b88-9b60-4b1c-a386-e34233b36223_393_393.jpg"
"702","307","4.5","13.3","42.4","Pastel","https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg"
"703","362","0.5","0.3","86.9","Pati Singkong (tapioka)","https://img.my-best.id/content_section/beforehand_tips/4e0654064c1f4f6c6f82ca43010f122e.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=a3da0b23fcedeb9e0f0e9f86034c1225"
"704","156","28","4","0","Peda Ikan Banjar","https://laz-img-sg.alicdn.com/p/f2d44f9c00473cc712dd7572f10001ba.jpg"
"705","162","4.9","3","27.8","Pempek adaan","https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg"
"706","156","4.2","1.4","31.6","Pempek belida","https://storage.hpaindonesia.net:8215/assets/71fe72e0c41bc168b875616e063f59fe/a5ef8b002a65c712f64b2d7df37c80c5.jpg"
"707","152","4.5","2.3","28.2","Pempek kapal selam","https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg"
"708","211","12.3","6.1","26.6","Pempek kelesan","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/halloseleb/2020/11/Pempek-1.png"
"709","243","5.2","7.3","39.1","Pempek kulit","https://img.kurio.network/qccsgXHXu9eyYhL6WTN-KoaY8xE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/20/06/05/40ff5973-31a7-407f-be12-b3d3af335023.jpg"
"710","173","7.2","1.2","33.4","Pempek tenggiri","https://s0.bukalapak.com/uploads/content_attachment/fd3107d582c4f80e5448ada5/original/foto_utama_pempek_2.jpg"
"711","275","11.6","11.6","30.2","Pepaya lodeh","https://img-global.cpcdn.com/recipes/5355bb65be878c54/680x482cq70/lodeh-pepaya-muda-foto-resep-utama.jpg"
"712","26","2.1","0.1","4.9","Pepaya Muda","https://static.readers.id/files/images/20230203-60b84fc2b2b72.jpg"
"713","46","0.5","12","12.2","Pepaya segar","https://melayupedia.com/foto_berita/2021/10/2021-10-29-suka-buah-pepaya-yuk-olah-jadi-minuman-yang-segar.jpeg"
"714","76","5.2","1.8","10.6","Pepea oncom ampas tahu","https://cdn2.tstatic.net/travel/foto/bank/images/pepes-oncom.jpg"
"715","400","0","0","95","Permen ","https://cdn1-production-images-kly.akamaized.net/7v14RDPh4Yi0jn8yPsIj4cl2YyQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2054451/original/070398300_1522833158-iStock-153502589.jpg"
"716","142","10.4","2","22","Pete Segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/28/7234b1e2-2f75-4f28-a167-2b163cfb0484.jpg"
"717","161","20","0.2","24","Petis Ikan","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/24/d361f072-450d-4d28-9195-2f6ffd192b85.jpg"
"718","220","15","0.1","40","Petis Udang","https://img-global.cpcdn.com/recipes/9495ed8f8ea95711/680x482cq70/petis-udang-foto-resep-utama.jpg"
"719","345","23.8","1.4","59.3","Petis udang kering","https://i0.wp.com/harga.web.id/wp-content/uploads/Petis-Udang-1.jpg?fit=680%2C300&ssl=1"
"720","220","15","0.9","38","Petis udang pasta","https://cf.shopee.co.id/file/88086a73cd823de9d5e502b27e8ce7f5"
"721","514","1","27.8","647","Pilus ","https://asset.kompas.com/crops/S7g9b7Wq4I4Ut3RoExzI7yd2mL4=/0x0:1000x667/750x500/data/photo/2021/12/10/61b2aa4cbd1f3.jpg"
"722","157","28","4.2","0","Pindang Ikan Banjar","https://img-global.cpcdn.com/recipes/14d53b21dadc8a0a/680x482cq70/pindang-patin-urang-banjar-ala-ulun-foto-resep-utama.jpg"
"723","170","31","4.2","0","Pindang Ikan Benggol","https://img-global.cpcdn.com/recipes/c8d60c4a0a1eeb05/680x482cq70/pindang-benggol-bumbu-kecap-mantuuul-foto-resep-utama.jpg"
"724","153","30","2.8","0","Pindang Ikan Layang","https://img-global.cpcdn.com/recipes/d32672cdc5392959/400x400cq70/photo.jpg"
"725","142","27","3","0","Pindang Ikan Selar Kecil","https://img-global.cpcdn.com/recipes/e291e5bf58d67808/680x482cq70/pindang-ikan-selar-foto-resep-utama.jpg"
"726","124","9.5","9.6","0","Pindang kenari masakan","https://lestariweb.com/ResepImages/PindangIkanKenari.jpg"
"727","99","1.2","0.2","25.8","Pisang Ambon","https://sibejajo.com/asset/foto_produk/pisang_ambon.jpg"
"728","220","2.3","2.3","6.3","Pisang Goreng ","https://awsimages.detik.net.id/community/media/visual/2022/06/28/resep-pisang-goreng-keriting_43.jpeg?w=1200"
"729","115","1.9","0.2","27.9","Pisang goroho segar","https://cf.shopee.co.id/file/c7e52955f5ce99a5e9b08f9415d26813"
"730","117","2","0.3","28.9","Pisang hijau segar","https://riaureview.com/assets/berita/original/84297374449-pisang_hiaju.jpg"
"731","100","1.4","0.5","23.6","Pisang kayu segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/10/869aef02-92ce-44ce-acc0-01ab37f8af93.jpg"
"732","109","0.8","0.5","26.3","Pisang kepok segar","https://img.okezone.com/content/2013/09/10/299/863930/lWNmq1egxS.jpg"
"733","120","1.2","0.2","31.8","Pisang Raja","https://asset.kompas.com/crops/cmVXFlilJIrGxAFHn0-5Fu3b43M=/0x141:1000x807/750x500/data/photo/2022/07/21/62d9015c28bcd.jpg"
"734","118","1.2","0.2","31.1","Pisang Raja Sere (Susu)","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/954a86e6-5179-4814-8d3e-de1c75f9b198.jpg"
"735","98","1.3","1.2","20.5","Pisang rotan segar","https://suriahelanglui.com/wp-content/uploads/2012/09/PisangLidi1-1.jpg"
"736","625","1","0","8.1","Pisang Siam goreng","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/12/05/pisang-gorengjpg-20221205080417.jpg"
"737","113","1.2","0.2","26.7","Pisang talas segar","https://s3.bukalapak.com/img/874746887/large/Pisang_Talas.jpeg"
"738","45","2.2","0.3","10.3","Prey (bawang daun)","https://asset.kompas.com/crops/u8jpueVME4sJk32KP-0Rnjg9o1I=/479x0:1500x681/750x500/data/photo/2022/05/07/6275586c1ce7d.jpg"
"739","33","4.5","0.4","2.8","Pucuk lumai/daun leunca segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/12/30/c6442594-cf5f-4230-9c69-3736724953da.jpg"
"740","76","3.6","0.3","14.6","Putri malu segar","https://cdns.klimg.com/merdeka.com/i/w/news/2021/03/02/1280218/content_images/670x335/20210302115027-1-putri-malu-001-andre-kurniawan.jpg"
"741","163","2.2","6.5","23.8","Putri selat","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/16/2138675327.jpg"
"742","200","1","2.4","43.8","Putu Mayang ","https://awsimages.detik.net.id/community/media/visual/2022/05/12/resep-putu-mayang-betawi_43.jpeg?w=1200"
"743","136","43","2.4","3","Ragi","https://image-cdn.medkomtek.com/UTbN3ow8_SyXb7gEP0usBxi_2bU=/640x640/smart/klikdokter-media-buckets/medias/2327323/original/051193900_1637037632-Manfaat_Konsumsi_Millet_Finger_atau_Ragi_untuk_Ibu_Hamil.jpg"
"744","76","12.1","2","2.4","Rajungan segar","https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Portunus_sanguinolentus.jpg/1200px-Portunus_sanguinolentus.jpg"
"745","69","0.9","0.1","18.1","Rambutan","https://www.homegrown.in/upload/product/big1193470275.jpg"
"746","394","2.2","8.8","76.6","Rasbi (Beras Ubi)","https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg"
"747","350","0.9","0.4","85.7","Rasi (Beras Singkong)","https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg"
"748","60","5.4","2.5","4","Rawon masakan","https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg"
"749","81","16.2","1.2","0.7","Rebon (udang kecil segar)","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/15/971bdefe-2f12-4fe0-bac8-46821b86f6c0.jpg"
"750","299","29.4","3.6","3.2","Rebon kering","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/13/d25ccc26-81c6-414e-9210-b7b5a5903789.jpg"
"751","81","16.2","1.2","0.7","Rebon udang kecil segar","https://agrozine.id/wp-content/uploads/2022/07/Udang-Rebon.jpg"
"752","27","0.6","0.3","5.2","Rebung","https://cdn1-production-images-kly.akamaized.net/VdkaPQZ7BOhsrzOWdXKVwhjeaYY=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1740001/original/057180700_1508071681-Sederet-Manfaat-Rebung-untuk-Kesehatan.jpg"
"753","320","7.2","4.2","63.3","Rebung laut mentah","https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing"
"754","451","11.2","20.2","59.7","Rempeyek kacang tolo","https://img-global.cpcdn.com/recipes/48ce62ec9bac2146/1200x630cq70/photo.jpg"
"755","497","17","27.6","50.8","Rempeyek kacang uci","https://img-global.cpcdn.com/recipes/a6f9e4ebc75b128d/680x482cq70/rempeyek-kacang-tanah-foto-resep-utama.jpg"
"756","193","22.6","7.9","7.8","Rendang sapi masakan","https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg"
"757","471","4.7","21.8","64.1","Renggi goreng","https://cdn.idntimes.com/content-images/community/2019/05/rengginang-manis-768x509-a83023517a0077a930f4f7d1c113f41d.jpg"
"758","75","1.6","0.6","15.8","Rimbang segar","https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158-4.jpg"
"759","335","5.3","3.5","70.5","Risoles ","https://rasabunda.com/wp-content/uploads/2021/08/Risoles-Ragout.jpg"
"760","350","7.5","2","75.5","Roti Gambang ","https://cdn0-production-images-kly.akamaized.net/TR6XRCpau_4ik-E3GDzTng6DDnU=/0x300:4496x2834/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3573373/original/099205200_1631765412-shutterstock_1786072643.jpg"
"761","248","8","1.2","50","Roti Putih","https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200"
"762","249","7.9","1.5","49.7","Roti warna sawo matang","https://asset.kompas.com/crops/LQ98lafgoMzcrz1TSTfIdGjBw2A=/0x0:1000x667/1200x800/data/photo/2020/08/24/5f4349a0dd479.jpg"
"763","153","11.3","8.4","8","Rujak cingur","https://lingkar.news/wp-content/uploads/2023/03/Resep-Rujak-Cingur-Makanan-Tradisional-Khas-Surabaya.jpg"
"764","41","1.4","0.3","8.1","Rumput laut","https://cdn.infobrand.id/images/img/posts/2019/07/11/pemerintah-sebut-rumput-laut-potensial-jadi-lumbung-rupiah.jpg"
"765","338","0.6","0.3","83.1","Sagu Ambon ","https://akcdn.detik.net.id/community/media/visual/2019/05/23/5d8019b4-a99b-4aea-a6e1-96be21f8e194_43.jpeg?w=250&q="
"766","355","0.6","1.1","85.6","Sagu aren kering","https://img-global.cpcdn.com/recipes/66e50eace9b95af6/1200x630cq70/photo.jpg"
"767","231","0.6","0.2","56.6","Sagu aren segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/22/d501ae3a-e756-4b85-b5bc-a3c84b245ba3.jpg"
"768","230","0.6","0.2","56.5","Sagu kasbi segar","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbsLHiihaXfZjagnPqP8L6DS6A5W_nZ9HKXiY1vuybeGq-i8-9VVYLUs-3VivtsQE7ZQc&usqp=CAU"
"769","452","2.8","14.8","76.8","Sagu Lemak (Kue Sagon)","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/5/d8ba35a9-c0a0-4194-9bf0-ec93071792cc.jpg"
"770","347","0.9","0.3","85.2","Sagu lempeng","https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/sagu-lempengan.jpg"
"771","364","0.1","0.2","90.5","Sagu Rendang","https://img-global.cpcdn.com/recipes/52dbe680ea623036/1200x630cq70/photo.jpg"
"772","362","0.5","0.3","86.9","Sagu singkong kering","https://cf.shopee.co.id/file/7fac4b96fb9f443f661cba672244588d"
"773","57","0.5","0.1","13.6","Salak bali segar","https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-57912637/no-brand_salak-bali-gula-pasir-asli-manis-segar-1-kg_full01.jpg"
"774","55","0.4","0.2","12.8","Salak medan segar","https://s4.bukalapak.com/img/9684256368/large/data.png"
"775","87","0.8","0.4","20.1","Salak pondoh segar","https://images.tokopedia.net/img/cache/500-square/product-1/2019/12/15/4224508/4224508_f3dc890d-8d6d-4f5d-a6fe-cc43fe6e8567_1064_1064.jpg"
"776","281","2.4","0.7","66.1","Sale pisang siam","https://t-2.tstatic.net/priangan/foto/bank/images/Ilustrasi-sale-pisang-dari-Trenggalek.jpg"
"777","122","2","10","7.6","Santan (dengan air)","https://res.cloudinary.com/dk0z4ums3/image/upload/v1604041366/attached_image/tak-berbahaya-kenali-manfaat-santan-lebih-dekat.jpg"
"778","324","4.2","34.3","55.6","Santan (kelapa saja)","https://www.rumahmesin.com/wp-content/uploads/2016/11/ngalor-ngidul-menyoal-santan-kelapa-1024x538.jpg"
"779","324","4.2","34.3","5.6","Santan murni","https://asset.kompas.com/crops/eNIewogp_GV7CahqIvslrYZh4XY=/0x39:1000x706/750x500/data/photo/2020/04/29/5ea93a05011e9.jpg"
"780","98","2","0.4","24.5","Saos Tomat","https://static.sehatq.com/content/review/image/1644897313.png"
"781","212","18","10.6","59.3","Sapi abon","https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg"
"782","108","17.6","4.2","0","Sapi babat segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/10/5802bb88-dd3a-42b8-9d4e-f03f46fcf8a3.jpg"
"783","182","32","6","0","Sapi daging asap","https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg"
"784","301","55","9","0","Sapi daging dendeng mentah","https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg"
"785","289","16","25","0","Sapi daging kornet","https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg"
"788","448","14.5","42.3","2.3","Sapi daging sosis","https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300"
"790","274","16","22","3","Sapi hati sosis","https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg"
"793","268","23.9","12.7","14.5","Sapi paru goreng","https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200"
"795","281","37.5","0.3","32.1","Sarang Burung","https://awsimages.detik.net.id/community/media/visual/2021/03/19/ini-alasan-mengapa-air-liur-burung-walet-bisa-seharga-mobil-baru-1_169.jpeg?w=700&q=90"
"796","338","21.1","27","1","Sardines dalam kaleng","https://linisehat.com/wp-content/uploads/2020/11/sarden-kaleng2.jpg"
"797","344","30","20","43","Sari Kedelai bubuk","https://media.istockphoto.com/id/1164293425/id/foto/bubuk-susu-kedelai-dalam-piring-kayu-yang-ditempatkan-di-tumpukan-biji-kedelai.jpg?s=1024x1024&w=is&k=20&c=n1B9DzPrJKQql3O3YBHY7LseqinI8NCWyqaY9h-AKwc="
"798","283","12.1","16.8","20.9","Sate Bandeng","https://asset.kompas.com/crops/4UfXhXtR7hK2atnUpqKRHGbhFuk=/3x0:700x465/750x500/data/photo/2021/02/16/602b2a91ca7f1.jpg"
"799","110","15.5","0.5","11.5","Sate Kulit ","https://img.qraved.co/v2/image/data/over-1530587392136-x.png"
"800","126.7","14","7.3","1.3","Sate Usus ","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg"
